iter	Precision	Logloss
106	0.9998892037	0.009800436481
107	0.9998892019	0.009763529067
108	0.9998892019	0.009651851777
109	0.9998892072	0.009620091761
110	0.9998734017	0.009440282678
111	0.9998733977	0.009375365098
112	0.9998734137	0.009092249791
113	0.9998734237	0.009056996387
114	0.9998734237	0.009056734558
115	0.9999050648	0.00893727062
116	0.9998892493	0.008758773265
117	0.9998892493	0.008708891744
118	0.9999208973	0.008574163935
119	0.9999209023	0.00847846394
120	0.9999209023	0.008478402338
121	0.9999209111	0.00838502087
122	0.9999367309	0.008267837013
123	0.9999367339	0.008145593429
124	0.9999367389	0.007812149908
125	0.9999367369	0.007701924636
126	0.9999209261	0.007563053216
127	0.9999209311	0.007451309527
128	0.9999525587	0.007348706874
129	0.9999525587	0.007348009038
130	0.9999525587	0.007347857834
131	0.9999525587	0.007347857834
132	0.9999525594	0.007261057928
133	0.9999525669	0.007062739421
134	0.9999525669	0.007062628469
135	0.9999525669	0.007062595879
136	0.9999525669	0.007062581878
137	0.9999525669	0.007062547237
138	0.9999525669	0.007062482589
139	0.9999525669	0.007062465698
140	0.9999525669	0.007062446152
141	0.9999525669	0.007062415548
142	0.9999525647	0.006968897121
143	0.9999525647	0.0069688759
144	0.9999525647	0.006968868784
145	0.9999525647	0.006968860494
146	0.9999525677	0.006877008464
147	0.9999525677	0.006806889083
148	0.9999525669	0.006744688814
149	0.9999525669	0.006744668202
150	0.9999525707	0.006661877887
151	0.9999525744	0.006546977148
152	0.9999367659	0.006457434979
153	0.9999367659	0.00645728037
154	0.9999367679	0.006435972099
155	0.9999367699	0.006319779155
156	0.9999367699	0.006278977275
157	0.9999367699	0.006278758255
158	0.9999367729	0.006235676759
159	0.9999367729	0.006235531666
160	0.9999367729	0.006232450479
161	0.9999367729	0.006232423349
162	0.9999367729	0.006232416634
163	0.9999367729	0.006232401442
164	0.9999367729	0.006232336284
165	0.9999367729	0.006232139376
166	0.9999367729	0.006232121285
167	0.9999367729	0.006232114571
168	0.9999367729	0.00623210404
169	0.9999367729	0.006232102548
170	0.9999367729	0.006231976342
171	0.9999367729	0.006231511211
172	0.9999367729	0.006231511211
173	0.9999367729	0.006231504842
174	0.9999367729	0.006231474978
175	0.9999367729	0.0062314644
176	0.9999367729	0.006231421814
177	0.9999367729	0.006231407478
178	0.9999367729	0.006231227582
179	0.9999367729	0.006231215155
180	0.9999367729	0.006231146499
181	0.9999367729	0.006231123808
182	0.9999367729	0.006231114625
183	0.9999367729	0.006230923191
184	0.9999367729	0.006230852632
185	0.9999367729	0.006230840007
186	0.9999367729	0.006230779128
187	0.9999367729	0.006230769982
188	0.9999367729	0.006230744281
189	0.9999367729	0.006230741451
190	0.9999367729	0.006230644927
191	0.9999367729	0.006230640681
192	0.9999367729	0.006230616603
193	0.9999367729	0.00623054214
194	0.9999367729	0.006230532848
195	0.9999367729	0.006230517212
196	0.9999367729	0.006230452885
197	0.9999367729	0.006230433549
198	0.9999367729	0.006230430833
199	0.9999367729	0.006230427963
200	0.9999367729	0.006230315192
201	0.9999367729	0.006230315192
202	0.9999367729	0.006230011688
203	0.9999367729	0.00622986568
204	0.9999367729	0.00622981526
205	0.9999367729	0.00622981526
206	0.9999367729	0.006229815057
207	0.9999367729	0.006229759667
208	0.9999367729	0.006229656398
209	0.9999367729	0.006229604113
210	0.9999367729	0.006229566708
211	0.9999367729	0.006229561078
212	0.9999367729	0.006229559973
213	0.9999367729	0.006229484181
214	0.9999367729	0.006229364227
215	0.9999367729	0.006229264224
216	0.9999367729	0.006229199593
217	0.9999367729	0.006229023771
218	0.9999367729	0.006228886977
219	0.9999367729	0.006228779034
220	0.9999367729	0.006228750508
221	0.9999367729	0.006228693094
222	0.9999367729	0.006228654879
223	0.9999367729	0.006228644756
224	0.9999367729	0.006228533922
225	0.9999367729	0.006228532695
226	0.9999367729	0.006228473024
227	0.9999367729	0.006228235572
228	0.9999367729	0.006228200141
229	0.9999367729	0.006228169647
230	0.9999367729	0.006228145532
231	0.9999367729	0.006228145532
232	0.9999367729	0.006228132466
233	0.9999367729	0.006228110515
234	0.9999367729	0.006228088137
235	0.9999367729	0.006227947741
236	0.9999367729	0.006227861319
237	0.9999367729	0.006227643629
238	0.9999367729	0.006227633254
239	0.9999367729	0.006227615907
240	0.9999367729	0.00622748713
241	0.9999367729	0.006227483869
242	0.9999367729	0.006227381324
243	0.9999367729	0.00622729712
244	0.9999367729	0.006227162928
245	0.9999367729	0.006227040261
246	0.9999367729	0.006227037716
247	0.9999367729	0.006227030388
248	0.9999367729	0.006226973918
249	0.9999367729	0.00622691672
250	0.9999367729	0.006226840057
251	0.9999367729	0.006160967834
252	0.9999367739	0.006096914697
253	0.9999367739	0.006096711801
254	0.9999525804	0.006050586812
255	0.9999525804	0.006050449105
256	0.9999525804	0.006050301626
257	0.9999525804	0.006050266876
258	0.9999525804	0.006050224841
259	0.9999525804	0.00605020387
260	0.9999525804	0.006050173324
261	0.9999525804	0.006050057582
262	0.9999525804	0.006050025609
263	0.9999525804	0.006049945271
264	0.9999525804	0.00604985478
265	0.9999525804	0.006049790527
266	0.9999525804	0.006049738403
267	0.9999525804	0.00604966624
268	0.9999525804	0.006049648583
269	0.9999525804	0.006049607201
270	0.9999525804	0.006049607201
271	0.9999525804	0.006049542122
272	0.9999525804	0.006049412566
273	0.9999525804	0.006049210734
274	0.9999525804	0.006049138964
275	0.9999525804	0.006049075298
276	0.9999525804	0.00604892388
277	0.9999525804	0.006048787794
278	0.9999525804	0.006048512434
279	0.9999525804	0.00604826524
280	0.9999525804	0.006048247232
281	0.9999525804	0.006048176566
282	0.9999525804	0.006048084531
283	0.9999525804	0.006048078669
284	0.9999525804	0.006047954583
285	0.9999525804	0.006047914389
286	0.9999525804	0.006047648782
287	0.9999525804	0.006047487131
288	0.9999525804	0.006047362191
289	0.9999525804	0.006047356286
290	0.9999525804	0.006047315564
291	0.9999683859	0.005995104164
292	0.9999683859	0.005994924048
293	0.9999683859	0.005994774785
294	0.9999683859	0.005994713374
295	0.9999683859	0.005994683548
296	0.9999683859	0.005994683548
297	0.9999683859	0.005994683548
298	0.9999683854	0.005923295421
299	0.9999683859	0.00592313966
300	0.9999683859	0.00592310379
301	0.9999683859	0.005923073529
302	0.9999683859	0.005922937864
303	0.9999683859	0.005922606979
304	0.9999683859	0.005922584708
305	0.9999683859	0.005922545082
306	0.9999683859	0.005922471258
307	0.9999683859	0.005922345903
308	0.9999683859	0.005922305587
309	0.9999683859	0.005922049216
310	0.9999683859	0.005922042811
311	0.9999683859	0.005921756075
312	0.9999683859	0.005921425796
313	0.9999683859	0.005921279378
314	0.9999683854	0.005921169384
315	0.9999683859	0.005921082234
316	0.9999683859	0.005921076678
317	0.9999683859	0.005920956119
318	0.9999683854	0.005920700416
319	0.9999683869	0.005875045608
320	0.9999683869	0.005874956402
321	0.9999683869	0.005874914236
322	0.9999683869	0.005874914236
323	0.9999683869	0.005874746996
324	0.9999683869	0.00587471553
325	0.9999683869	0.005874652516
326	0.9999683869	0.005874346736
327	0.9999683869	0.005874288137
328	0.9999683869	0.005874212784
329	0.9999683869	0.005873898208
330	0.9999683869	0.005873810989
331	0.9999683869	0.005873778117
332	0.9999683869	0.005873695537
333	0.9999683869	0.005873652564
334	0.9999683869	0.005873643473
335	0.9999683869	0.005873554218
336	0.9999683869	0.005873433908
337	0.9999683869	0.00584440522
338	0.9999683869	0.005844280308
339	0.9999683869	0.005844280308
340	0.9999683869	0.005844060385
341	0.9999683869	0.005843684738
342	0.9999683869	0.005843539468
343	0.9999683869	0.005843512295
344	0.9999683869	0.005843380752
345	0.9999683869	0.005843066632
346	0.9999683869	0.005842787955
347	0.9999683869	0.005842702432
348	0.9999683869	0.005842686259
349	0.9999683869	0.005842427906
350	0.9999683869	0.005842406195
351	0.9999683869	0.005842147263
352	0.9999683869	0.005842003319
353	0.9999683869	0.005841928832
354	0.9999683869	0.005841857166
355	0.9999683869	0.005841840978
356	0.9999683869	0.005841750903
357	0.9999683869	0.005841724617
358	0.9999683869	0.005841449975
359	0.9999683869	0.005841401021
360	0.9999841932	0.005780397836
361	0.9999841932	0.005780156161
362	0.9999841932	0.00578002949
363	0.9999841932	0.005779920944
364	0.9999841932	0.005779576335
365	0.9999841932	0.005779401475
366	0.9999841932	0.005779330062
367	0.9999841932	0.005779168452
368	0.9999841935	0.005727710074
369	0.9999841935	0.005727676647
370	0.9999841935	0.005727597364
371	0.9999841942	0.005634801044
372	0.9999841942	0.005634741355
373	0.9999841942	0.005634680882
374	0.9999841942	0.005634650439
375	0.9999683914	0.005566060816
376	0.9999683914	0.00556590467
377	0.9999683914	0.005565760249
378	0.9999683914	0.005565718166
379	0.9999683914	0.005565607217
380	0.9999683914	0.00556544978
381	0.9999683914	0.005565339755
382	0.9999683914	0.005565099206
383	0.9999683914	0.005565020627
384	0.9999525894	0.005497783139
385	0.9999683934	0.005396739993
386	0.9999683939	0.005328256339
387	0.9999683939	0.005328137275
388	0.9999683939	0.005328137275
389	0.9999683939	0.005328087613
390	0.9999683939	0.005328070571
391	0.9999683939	0.005327945709
392	0.9999683939	0.00532792833
393	0.9999683939	0.005327851686
394	0.9999683939	0.005327649433
395	0.9999683939	0.005327588479
396	0.9999683939	0.005327558439
397	0.9999683939	0.005327445182
398	0.9999683939	0.005327445182
399	0.9999683939	0.005327344622
400	0.9999683939	0.005327216889
401	0.9999683939	0.005326927234
402	0.9999683939	0.005326855902
403	0.9999683939	0.005326551249
404	0.9999683939	0.005326479252
405	0.9999683939	0.005326339821
406	0.9999683939	0.005326144056
407	0.9999683939	0.005326101492
408	0.9999683939	0.005326094519
409	0.9999683939	0.005325950111
410	0.9999683939	0.00532579631
411	0.9999683939	0.005325712998
412	0.9999683939	0.005325443138
413	0.9999683939	0.005325309076
414	0.9999683939	0.005325287639
415	0.9999683939	0.005325287639
416	0.9999683939	0.005325014985
417	0.9999683939	0.005324967686
418	0.9999683939	0.005324756223
419	0.9999683939	0.005324636029
420	0.9999683939	0.005324557629
421	0.9999683939	0.005324553259
422	0.9999683939	0.005324462777
423	0.9999683939	0.005324321546
424	0.9999683939	0.005324263309
425	0.9999683939	0.005324106675
426	0.9999683939	0.005324078707
427	0.9999683939	0.005324044967
428	0.9999683939	0.005324009116
429	0.9999683939	0.005323951495
430	0.9999683939	0.005323896272
431	0.9999683939	0.005323479499
432	0.9999683939	0.005323421054
433	0.9999683939	0.005323402705
434	0.9999683939	0.005323367199
435	0.9999683939	0.005323331792
436	0.9999683939	0.005323236696
437	0.9999683939	0.005323185161
438	0.9999683939	0.005323133586
439	0.9999683939	0.005323043655
440	0.9999683939	0.005322989269
441	0.9999683939	0.00532290103
442	0.9999683939	0.005322745802
443	0.9999683939	0.005322725692
444	0.9999683939	0.00532270202
445	0.9999683939	0.00532261016
446	0.9999683939	0.005322521286
447	0.9999683939	0.005322464201
448	0.9999683939	0.005322358751
449	0.9999683939	0.005322319551
450	0.9999683939	0.005322165495
451	0.9999683939	0.005322112014
452	0.9999683949	0.005261188061
453	0.9999683949	0.005261025339
454	0.9999683949	0.005260951811
455	0.9999683949	0.005260910218
456	0.9999683949	0.005260869454
457	0.9999683949	0.005260712997
458	0.9999683949	0.005260654814
459	0.9999683949	0.005260360088
460	0.9999683949	0.005260237055
461	0.9999683949	0.00526011582
462	0.9999683949	0.005260084145
463	0.9999683949	0.005260016015
464	0.9999683949	0.005259965432
465	0.9999683949	0.005259871005
466	0.9999683949	0.005259768927
467	0.9999683949	0.005259707686
468	0.9999683949	0.005259678188
469	0.9999683949	0.005259670205
470	0.9999683949	0.005259457505
471	0.9999683949	0.005259457505
472	0.9999683949	0.005259334697
473	0.9999683949	0.005259085431
474	0.9999683949	0.005259031901
475	0.9999683949	0.005258958605
476	0.9999683949	0.005258944733
477	0.9999683949	0.005258925266
478	0.9999683949	0.005258782701
479	0.9999683949	0.005258768668
480	0.9999683949	0.005258699902
481	0.9999683949	0.005258686589
482	0.9999683949	0.005258623311
483	0.9999683949	0.005258605463
484	0.9999683949	0.005258465629
485	0.9999683949	0.005258452862
486	0.9999683949	0.005258452862
487	0.9999683949	0.005258376205
488	0.9999683949	0.005258185886
489	0.9999683949	0.005258086223
490	0.9999683949	0.005258071339
491	0.9999683949	0.005258039873
492	0.9999683949	0.005257964188
493	0.9999683949	0.005257902087
494	0.9999683949	0.005257831987
495	0.9999683949	0.005257692627
496	0.9999683949	0.005257620743
497	0.9999683949	0.005257583187
498	0.9999683949	0.005257545841
499	0.9999683949	0.005257452267
